topic,query_type,query,page,position,url,domain,title,timestamp,source,wikipedia_page,domains,status,status_raw,summary,reason
gene_editing,slanted,genetic modification dangers,2,10,https://www.mdpi.com/2071-1050/15/2/1722,mdpi.com,Assessment of Benefits and Risk of Genetically Modified ...,2026-05-09 21:24:37,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
gene_editing,neutral,gene drive technology,3,6,https://www.mdpi.com/2071-1050/10/12/4789,mdpi.com,Using Gene Drive Technologies to Control Vector-Borne ...,2026-05-09 21:25:59,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
cybersecurity,neutral,encryption security,2,8,https://www.forbes.com/councils/forbestechcouncil/2024/11/22/understanding-data-encryption-types-algorithms-and-security/,forbes.com,"Understanding Data Encryption: Types, Algorithms And ...",2026-05-09 21:28:27,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
cybersecurity,slanted,hacking vulnerabilities,2,3,https://www.mdpi.com/2079-9292/12/6/1333,mdpi.com,A Comprehensive Review of Cyber Security Vulnerabilities ...,2026-05-09 21:31:31,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
quantum_computing,neutral,quantum machine learning,2,5,https://www.mdpi.com/2504-4990/7/3/75,mdpi.com,Quantum Machine Learning and Deep Learning,2026-05-09 21:44:00,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
space_exploration,neutral,mars colonization,3,10,https://www.forbes.com/sites/kevinholdenplatt/2026/04/28/elon-musks-jilting-mars-to-build-moon-city-could-spark-his-downfall/,forbes.com,Elon Musk's Jilting Mars To Build Moon City Could Spark ...,2026-05-09 21:52:26,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
space_exploration,slanted,asteroid mining ethics,1,1,https://www.mdpi.com/2226-4310/12/6/544,mdpi.com,"Technical Challenges and Ethical, Legal and Social Issues ...",2026-05-09 21:54:27,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
immigration,slanted,immigration threath,2,8,https://www.mdpi.com/2313-5778/7/4/99,mdpi.com,Perceiving Migrants as a Threat: The Role of the Estimated ...,2026-05-09 21:57:30,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
immigration,neutral,poulation growth,2,10,https://www.mdpi.com/2673-4060/4/4/43,mdpi.com,World Population Growth: A Once and Future Global Concern,2026-05-09 21:58:24,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
immigration,slanted,overpopulation,2,2,https://www.mdpi.com/2673-8392/5/2/45,mdpi.com,The Environmental Impacts of Overpopulation,2026-05-09 21:59:27,MDPI(Multidisciplinary Digital Publishing Institute),MDPI,mdpi.com,mixed,No consensus,"Publications in MDPI journals are considered questionable. Editors have raised concerns about the robustness of MDPI's peer review process and their lack of selectivity in what they publish. Originally placed onBeall's Listof predatory open journals in 2014, MDPI was removed from the list in 2015, while applying pressure on Beall's employer. As of early 2024, about 5% of MDPI journals had been rejected by theNorwegian Scientific Index, and another 5% are under review.[22]",domain mdpi.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
Job_security,slanted,Ai taking over jobs,3,8,https://www.forbes.com/sites/jackkelly/2025/04/25/the-jobs-that-will-fall-first-as-ai-takes-over-the-workplace/,forbes.com,Jobs AI Will Replace First in the Workplace Shift,2026-05-09 22:02:42,Forbes.com(5 August 2010 – present),Forbes.com,forbes.com;0015-6914,mixed,No consensus,"Forbes.comarticles published after 5 August 2010 include ones written by their staff and byForbes.com contributors. There is no consensus on the general reliability ofForbes.comcontent created after this date due to concerns around contributors-turned-staff's articles being retroactively modified to appear written by staff. Articles are considered generally reliable if it is ascertained their authors were part of theForbesstaff at the time of the article's writing, and considered generally unreliable if the opposite is ascertained.",domain forbes.com matches mixed domain from file raw_wikipedia_perennial_sources.csv
vaccines,neutral,vaccine information,1,5,https://www.cdc.gov/vaccines/index.html,cdc.gov,Vaccines & Immunizations,2026-05-09 15:39:15,mixed,"domain cdc.gov contains .gov, which is mixed"
vaccines,neutral,vaccine information,2,2,https://www.cdc.gov/vaccines/hcp/current-vis/index.html,cdc.gov,Vaccine Information Statements (VIS),2026-05-09 15:40:56,mixed,"domain cdc.gov contains .gov, which is mixed"
vaccines,neutral,vaccine information,3,1,https://www.fda.gov/vaccines-blood-biologics/vaccines,fda.gov,Vaccines,2026-05-09 15:41:05,mixed,"domain fda.gov contains .gov, which is mixed"
vaccines,slanted,vaccine dangers,1,1,https://www.cdc.gov/vaccines/basics/possible-side-effects.html,cdc.gov,Possible Side Effects from Vaccines,2026-05-09 15:41:20,mixed,"domain cdc.gov contains .gov, which is mixed"
vaccines,slanted,vaccine dangers,1,2,https://pmc.ncbi.nlm.nih.gov/articles/PMC1114674/,pmc.ncbi.nlm.nih.gov,Public should be told that vaccines may have long term ... - PMC,2026-05-09 15:41:26,mixed,"domain pmc.ncbi.nlm.nih.gov contains .gov, which is mixed"
vaccines,slanted,vaccine dangers,2,1,https://www.hhs.gov/immunization/basics/safety/side-effects/index.html,hhs.gov,Vaccine Side Effects,2026-05-09 15:41:40,mixed,"domain hhs.gov contains .gov, which is mixed"
